NetworkName,T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi,NetworksThisUnrollingWasFoundIn
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bifidobacterium_longum,,,m__hmdb00630,s__bifidobacterium_longum,,0.272727272727273,0.363636363636364,0.818181818181818,0.0811419984973705,FALSE,FALSE,FALSE,TRUE,94
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__klebsiella_pneumoniae,,,m__hmdb01257,s__clostridium_bolteae,,0.454545454545455,0.454545454545455,0.363636363636364,0.075131480090158,FALSE,FALSE,FALSE,TRUE,12
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__eubacterium_ventriosum,,,m__hmdb00296,s__streptococcus_parasanguinis,,1,0.26,0.28,0.0728,FALSE,FALSE,FALSE,TRUE,7
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_fragilis,,,m__hmdb00630,s__clostridium_bolteae,,0.363636363636364,0.545454545454545,0.363636363636364,0.0721262208865515,FALSE,FALSE,FALSE,TRUE,36
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bifidobacterium_longum,,,m__hmdb01149,s__bifidobacterium_longum,,0.6,0.6,0.2,0.072,FALSE,FALSE,FALSE,TRUE,7
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__odoribacter_splanchnicus,,,m__hmdb01257,s__clostridium_clostridioforme,,0.21,0.66,0.5,0.0693,FALSE,FALSE,FALSE,TRUE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__faecalibacterium_prausnitzii,,,m__hmdb00630,s__faecalibacterium_prausnitzii,,0.272727272727273,0.272727272727273,0.909090909090909,0.0676183320811421,FALSE,FALSE,FALSE,TRUE,68
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__clostridium_bolteae,,,m__hmdb00630,s__clostridium_bolteae,,0.272727272727273,0.545454545454545,0.454545454545455,0.0676183320811421,FALSE,FALSE,FALSE,TRUE,92
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_uniformis,,,m__hmdb00289,s__bacteroides_uniformis,,0.4,0.4,0.4,0.064,FALSE,FALSE,FALSE,TRUE,19
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__haemophilus_parainfluenzae,,,m__hmdb01149,s__bifidobacterium_longum,,0.2,0.8,0.4,0.064,FALSE,FALSE,FALSE,TRUE,5
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__eubacterium_ventriosum,,,m__hmdb00296,s__streptococcus_parasanguinis,,1,0.2,0.32,0.064,FALSE,FALSE,FALSE,TRUE,7
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__clostridium_clostridioforme,,,m__hmdb02322,s__bacteroides_stercoris,,0.97,0.47,0.14,0.063826,FALSE,FALSE,FALSE,TRUE,74
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_cellulosilyticus,,,m__hmdb01257,s__eubacterium_ventriosum,,0.363636363636364,0.636363636363636,0.272727272727273,0.0631104432757326,FALSE,FALSE,FALSE,TRUE,34
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__streptococcus_parasanguinis,,,m__hmdb02322,s__haemophilus_parainfluenzae,,0.363636363636364,0.636363636363636,0.272727272727273,0.0631104432757326,FALSE,FALSE,FALSE,TRUE,52
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__eubacterium_rectale,,,m__hmdb00764,s__klebsiella_pneumoniae,,0.24,0.26,1,0.0624,FALSE,FALSE,FALSE,TRUE,6
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_siraeum,,,m__hmdb00630,s__clostridium_bolteae,,0.454545454545455,0.363636363636364,0.363636363636364,0.0601051840721264,FALSE,FALSE,FALSE,TRUE,98
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__roseburia_intestinalis,,,m__hmdb00630,s__alistipes_shahii,,0.363636363636364,0.454545454545455,0.363636363636364,0.0601051840721264,FALSE,FALSE,FALSE,TRUE,106
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__escherichia_coli,,,m__hmdb00239,s__haemophilus_parainfluenzae,,0.181818181818182,0.454545454545455,0.727272727272727,0.0601051840721263,FALSE,FALSE,FALSE,TRUE,55
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__bacteroides_fragilis,,,m__hmdb00043,s__bifidobacterium_longum,,0.54,0.11,1,0.0594,FALSE,FALSE,FALSE,TRUE,6
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_thetaiotaomicron,,,m__hmdb00630,s__bacteroides_thetaiotaomicron,,0.363636363636364,0.181818181818182,0.818181818181818,0.0540946656649137,FALSE,FALSE,FALSE,TRUE,124
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_caccae,,,m__hmdb02322,s__bacteroides_caccae,,0.272727272727273,0.272727272727273,0.727272727272727,0.0540946656649137,FALSE,FALSE,FALSE,TRUE,41
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_ventriosum,,,m__hmdb00630,s__eubacterium_ventriosum,,0.272727272727273,0.272727272727273,0.727272727272727,0.0540946656649137,FALSE,FALSE,FALSE,TRUE,103
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__odoribacter_splanchnicus,,,m__hmdb00630,s__odoribacter_splanchnicus,,0.272727272727273,0.363636363636364,0.545454545454545,0.0540946656649137,FALSE,FALSE,FALSE,TRUE,79
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__clostridium_clostridioforme,,,m__hmdb00239,s__eubacterium_siraeum,,0.545454545454545,0.363636363636364,0.272727272727273,0.0540946656649137,FALSE,FALSE,FALSE,TRUE,26
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__eubacterium_ventriosum,,,m__hmdb00043,s__eubacterium_ventriosum,,0.25,0.25,0.8,0.05,FALSE,FALSE,FALSE,TRUE,10
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_ovatus,,,m__hmdb02322,s__bacteroides_ovatus,,0.25,0.25,0.8,0.05,FALSE,FALSE,FALSE,TRUE,17
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__clostridium_bolteae,,,m__hmdb01257,s__clostridium_bolteae,,0.25,0.25,0.8,0.05,FALSE,FALSE,FALSE,TRUE,29
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_caccae,,,m__hmdb00014,s__bacteroides_caccae,,0.5,0.5,0.2,0.05,FALSE,FALSE,FALSE,TRUE,3
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_xylanisolvens,,,m__hmdb00764,s__akkermansia_muciniphila,,0.5,0.5,0.2,0.05,FALSE,FALSE,FALSE,TRUE,8
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__akkermansia_muciniphila,,,m__hmdb00630,s__clostridium_bolteae,,0.363636363636364,0.363636363636364,0.363636363636364,0.0480841472577011,FALSE,FALSE,FALSE,TRUE,84
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__haemophilus_parainfluenzae,,,m__hmdb00619,s__haemophilus_parainfluenzae,,0.363636363636364,0.181818181818182,0.727272727272727,0.048084147257701,FALSE,FALSE,FALSE,TRUE,12
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__bacteroides_uniformis,,,m__hmdb01257,s__bacteroides_faecis,,0.2,0.6,0.4,0.048,FALSE,FALSE,FALSE,TRUE,7
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__haemophilus_parainfluenzae,,,m__hmdb01149,s__bifidobacterium_longum,,0.4,0.6,0.2,0.048,FALSE,FALSE,FALSE,TRUE,5
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_ventriosum,,,m__hmdb00239,s__eubacterium_ventriosum,,0.272727272727273,0.272727272727273,0.636363636363636,0.0473328324567995,FALSE,FALSE,FALSE,TRUE,15
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_xylanisolvens,,,m__hmdb00239,s__bacteroides_xylanisolvens,,0.272727272727273,0.272727272727273,0.636363636363636,0.0473328324567995,FALSE,FALSE,FALSE,TRUE,12
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_finegoldii,,,m__hmdb02322,s__haemophilus_parainfluenzae,,0.272727272727273,0.636363636363636,0.272727272727273,0.0473328324567995,FALSE,FALSE,FALSE,TRUE,41
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_finegoldii,,,m__hmdb00239,s__bacteroides_stercoris,,0.272727272727273,0.363636363636364,0.454545454545455,0.0450788880540948,FALSE,FALSE,FALSE,TRUE,13
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_ventriosum,,,m__hmdb02322,s__haemophilus_parainfluenzae,,0.363636363636364,0.272727272727273,0.454545454545455,0.0450788880540948,FALSE,FALSE,FALSE,TRUE,4
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__clostridium_bolteae,,,m__hmdb00630,s__clostridium_bolteae,,0.272727272727273,0.363636363636364,0.454545454545455,0.0450788880540948,FALSE,FALSE,FALSE,TRUE,92
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_siraeum,,,m__hmdb00630,s__clostridium_bolteae,,0.454545454545455,0.363636363636364,0.272727272727273,0.0450788880540948,FALSE,FALSE,FALSE,TRUE,98
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__klebsiella_pneumoniae,,,m__hmdb00764,s__klebsiella_pneumoniae,,0.17,0.26,1,0.0442,FALSE,FALSE,FALSE,TRUE,2
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__eubacterium_rectale,,,m__hmdb00239,s__roseburia_intestinalis,,0.43,0.54,0.19,0.044118,FALSE,FALSE,FALSE,TRUE,14
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__ruminococcus_torques,,,m__hmdb00097,s__alistipes_shahii,,0.35,0.14,0.88,0.04312,FALSE,FALSE,FALSE,TRUE,9
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_ovatus,,,m__hmdb02322,s__bacteroides_ovatus,,0.363636363636364,0.181818181818182,0.636363636363636,0.0420736288504884,FALSE,FALSE,FALSE,TRUE,17
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_caccae,,,m__hmdb01149,s__bacteroides_caccae,,0.181818181818182,0.363636363636364,0.636363636363636,0.0420736288504884,FALSE,FALSE,FALSE,TRUE,8
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__clostridium_bolteae,,,m__hmdb00630,s__clostridium_bolteae,,0.181818181818182,0.363636363636364,0.636363636363636,0.0420736288504884,FALSE,FALSE,FALSE,TRUE,92
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_ventriosum,,,m__hmdb00630,s__eubacterium_ventriosum,,0.181818181818182,0.363636363636364,0.636363636363636,0.0420736288504884,FALSE,FALSE,FALSE,TRUE,103
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_cellulosilyticus,,,m__hmdb01257,s__eubacterium_ventriosum,,0.363636363636364,0.636363636363636,0.181818181818182,0.0420736288504884,FALSE,FALSE,FALSE,TRUE,34
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__escherichia_coli,,,m__hmdb00097,s__escherichia_coli,,0.181818181818182,0.272727272727273,0.818181818181818,0.0405709992486853,FALSE,FALSE,FALSE,TRUE,8
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__haemophilus_parainfluenzae,,,m__hmdb00630,s__haemophilus_parainfluenzae,,0.181818181818182,0.272727272727273,0.818181818181818,0.0405709992486853,FALSE,FALSE,FALSE,TRUE,104
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__escherichia_coli,,,m__hmdb00630,s__haemophilus_parainfluenzae,,0.272727272727273,0.272727272727273,0.545454545454545,0.0405709992486852,FALSE,FALSE,FALSE,TRUE,68
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_ventriosum,,,m__hmdb00630,s__eubacterium_ventriosum,,0.272727272727273,0.272727272727273,0.545454545454545,0.0405709992486852,FALSE,FALSE,FALSE,TRUE,103
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_uniformis,,,m__hmdb00630,s__akkermansia_muciniphila,,0.37,0.42,0.26,0.040404,FALSE,FALSE,FALSE,TRUE,111
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__clostridium_clostridioforme,,,m__hmdb00020,s__clostridium_clostridioforme,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE,6
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__bacteroides_ovatus,,,m__hmdb00097,s__bacteroides_ovatus,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE,16
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__akkermansia_muciniphila,,,m__hmdb00764,s__akkermansia_muciniphila,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE,14
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__eubacterium_ventriosum,,,m__hmdb00043,s__eubacterium_ventriosum,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE,10
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_ovatus,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE,33
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__klebsiella_pneumoniae,,,m__hmdb00630,s__klebsiella_pneumoniae,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE,54
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__bacteroides_cellulosilyticus,,,m__hmdb00209,s__eubacterium_siraeum,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE,8
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bacteroides_uniformis,,,m__hmdb00296,s__bacteroides_thetaiotaomicron,,1,0.38,0.1,0.038,FALSE,FALSE,FALSE,TRUE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bifidobacterium_longum,,,m__hmdb02322,s__ruminococcus_torques,,0.454545454545455,0.181818181818182,0.454545454545455,0.037565740045079,FALSE,FALSE,FALSE,TRUE,17
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_finegoldii,,,m__hmdb00630,s__alistipes_shahii,,0.181818181818182,0.454545454545455,0.454545454545455,0.037565740045079,FALSE,FALSE,FALSE,TRUE,29
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__klebsiella_pneumoniae,,,m__hmdb01257,s__clostridium_bolteae,,0.454545454545455,0.454545454545455,0.181818181818182,0.037565740045079,FALSE,FALSE,FALSE,TRUE,12
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__eubacterium_rectale,,,m__hmdb00195,s__streptococcus_parasanguinis,,0.99,0.15,0.25,0.037125,FALSE,FALSE,FALSE,TRUE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_stercoris,,,m__hmdb00630,s__streptococcus_parasanguinis,,0.61,0.6,0.1,0.0366,FALSE,FALSE,FALSE,TRUE,105
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_stercoris,,,m__hmdb02322,s__bacteroides_stercoris,,0.181818181818182,0.272727272727273,0.727272727272727,0.0360631104432758,FALSE,FALSE,FALSE,TRUE,13
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_thetaiotaomicron,,,m__hmdb00630,s__bacteroides_thetaiotaomicron,,0.272727272727273,0.181818181818182,0.727272727272727,0.0360631104432758,FALSE,FALSE,FALSE,TRUE,124
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__akkermansia_muciniphila,,,m__hmdb00030,s__akkermansia_muciniphila,,0.181818181818182,0.363636363636364,0.545454545454545,0.0360631104432758,FALSE,FALSE,FALSE,TRUE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_ovatus,,,m__hmdb00097,s__bacteroides_ovatus,,0.363636363636364,0.181818181818182,0.545454545454545,0.0360631104432758,FALSE,FALSE,FALSE,TRUE,16
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__klebsiella_pneumoniae,,,m__hmdb00630,s__klebsiella_pneumoniae,,0.363636363636364,0.181818181818182,0.545454545454545,0.0360631104432758,FALSE,FALSE,FALSE,TRUE,54
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__roseburia_inulinivorans,,,m__hmdb01257,s__bifidobacterium_longum,,0.272727272727273,0.363636363636364,0.363636363636364,0.0360631104432758,FALSE,FALSE,FALSE,TRUE,24
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__klebsiella_pneumoniae,,,m__hmdb00043,s__klebsiella_pneumoniae,,0.363636363636364,0.272727272727273,0.363636363636364,0.0360631104432758,FALSE,FALSE,FALSE,TRUE,6
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__roseburia_intestinalis,,,m__hmdb00764,s__roseburia_intestinalis,,0.363636363636364,0.272727272727273,0.363636363636364,0.0360631104432758,FALSE,FALSE,FALSE,TRUE,12
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__akkermansia_muciniphila,,,m__hmdb00296,s__akkermansia_muciniphila,,0.272727272727273,0.363636363636364,0.363636363636364,0.0360631104432758,FALSE,FALSE,FALSE,TRUE,4
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__escherichia_coli,,,m__hmdb00296,s__bacteroides_faecis,,0.26,0.87,0.15,0.03393,FALSE,FALSE,FALSE,TRUE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_xylanisolvens,,,m__hmdb00043,s__klebsiella_pneumoniae,,0.272727272727273,0.272727272727273,0.454545454545455,0.0338091660405711,FALSE,FALSE,FALSE,TRUE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__alistipes_shahii,,,m__hmdb00239,s__alistipes_shahii,,0.272727272727273,0.272727272727273,0.454545454545455,0.0338091660405711,FALSE,FALSE,FALSE,TRUE,11
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_rectale,,,m__hmdb00619,s__eubacterium_rectale,,0.272727272727273,0.272727272727273,0.454545454545455,0.0338091660405711,FALSE,FALSE,FALSE,TRUE,6
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__roseburia_inulinivorans,,,m__hmdb00239,s__bacteroides_cellulosilyticus,,0.454545454545455,0.272727272727273,0.272727272727273,0.0338091660405711,FALSE,FALSE,FALSE,TRUE,31
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__bacteroides_thetaiotaomicron,,,m__hmdb00630,s__bacteroides_thetaiotaomicron,,0.272727272727273,0.454545454545455,0.272727272727273,0.0338091660405711,FALSE,FALSE,FALSE,TRUE,124
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_uniformis,,,m__hmdb00630,s__akkermansia_muciniphila,,0.39,0.33,0.26,0.033462,FALSE,FALSE,FALSE,TRUE,111
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__eubacterium_rectale,,,m__hmdb00195,s__streptococcus_parasanguinis,,0.97,0.13,0.26,0.032786,FALSE,FALSE,FALSE,TRUE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__streptococcus_parasanguinis,,,m__hmdb00251,s__klebsiella_pneumoniae,,0.19,0.17,1,0.0323,FALSE,FALSE,FALSE,TRUE,4
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__klebsiella_pneumoniae,,,m__hmdb00630,s__klebsiella_pneumoniae,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE,54
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_cellulosilyticus,,,m__hmdb00056,s__bacteroides_cellulosilyticus,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__eubacterium_ventriosum,,,m__hmdb00251,s__eubacterium_ventriosum,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_finegoldii,,,m__hmdb00619,s__bacteroides_finegoldii,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE,10
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__bacteroides_caccae,,,m__hmdb00056,s__bacteroides_caccae,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE,17
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__clostridium_bolteae,,,m__hmdb00764,s__clostridium_bolteae,,0.4,0.4,0.2,0.032,FALSE,FALSE,FALSE,TRUE,12
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__haemophilus_parainfluenzae,,,m__hmdb01149,s__bifidobacterium_longum,,0.2,0.8,0.2,0.032,FALSE,FALSE,FALSE,TRUE,5
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__roseburia_intestinalis,,,m__hmdb00097,s__roseburia_intestinalis,,0.272727272727273,0.181818181818182,0.636363636363636,0.0315552216378663,FALSE,FALSE,FALSE,TRUE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__streptococcus_parasanguinis,,,m__hmdb00630,s__streptococcus_parasanguinis,,0.181818181818182,0.272727272727273,0.636363636363636,0.0315552216378663,FALSE,FALSE,FALSE,TRUE,81
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_finegoldii,,,m__hmdb02322,s__haemophilus_parainfluenzae,,0.272727272727273,0.636363636363636,0.181818181818182,0.0315552216378663,FALSE,FALSE,FALSE,TRUE,41
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__roseburia_intestinalis,,,m__hmdb00043,s__bacteroides_xylanisolvens,,0.363636363636364,0.181818181818182,0.454545454545455,0.0300525920360632,FALSE,FALSE,FALSE,TRUE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__akkermansia_muciniphila,,,m__hmdb00630,s__clostridium_bolteae,,0.181818181818182,0.363636363636364,0.454545454545455,0.0300525920360632,FALSE,FALSE,FALSE,TRUE,84
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__roseburia_inulinivorans,,,m__hmdb00630,s__alistipes_shahii,,0.363636363636364,0.181818181818182,0.454545454545455,0.0300525920360632,FALSE,FALSE,FALSE,TRUE,109
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__odoribacter_splanchnicus,,,m__hmdb00630,s__odoribacter_splanchnicus,,0.181818181818182,0.363636363636364,0.454545454545455,0.0300525920360632,FALSE,FALSE,FALSE,TRUE,79
