T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__haemophilus_parainfluenzae,s__streptococcus_thermophilus,,,s__bifidobacterium_longum,0.81,,0.99,1,0.8019,TRUE,FALSE,FALSE,FALSE
s__bacteroides_fragilis,s__streptococcus_thermophilus,,,s__bifidobacterium_longum,1,,0.99,0.8,0.792,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__eubacterium_siraeum,,,s__bacteroides_thetaiotaomicron,1,,0.93,0.82,0.7626,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__parabacteroides_distasonis,,,s__roseburia_inulinivorans,0.98,,1,0.77,0.7546,TRUE,FALSE,FALSE,FALSE
s__bacteroides_fragilis,s__bacteroides_fragilis,,,s__roseburia_intestinalis,1,,0.7,1,0.7,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__ruminococcus_bromii,,,s__bacteroides_caccae,0.65,,1,1,0.65,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__streptococcus_thermophilus,,,s__bifidobacterium_longum,0.65,,0.99,1,0.6435,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__roseburia_intestinalis,,,s__bacteroides_thetaiotaomicron,0.71,,0.95,0.95,0.640775,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__peptostreptococcaceae_noname_unclassified,,,s__escherichia_coli,1,,0.64,1,0.64,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__ruminococcus_bromii,,,s__odoribacter_splanchnicus,0.65,,1,0.97,0.6305,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__streptococcus_thermophilus,,,s__roseburia_inulinivorans,0.65,,1,0.94,0.611,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__bacteroides_fragilis,,,s__roseburia_intestinalis,1,,0.7,0.79,0.553,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__alistipes_onderdonkii,,,s__eubacterium_ventriosum,0.85,,0.64,1,0.544,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__bacteroides_cellulosilyticus,,,s__bacteroides_xylanisolvens,1,,0.54,1,0.54,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__clostridium_asparagiforme,,,s__alistipes_shahii,0.72,,0.81,0.88,0.513216,TRUE,FALSE,FALSE,FALSE
s__roseburia_intestinalis,s__ruminococcus_gnavus,,,s__haemophilus_parainfluenzae,1,,0.78,0.63,0.4914,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__alistipes_onderdonkii,,,s__bacteroides_ovatus,0.85,,0.87,0.63,0.465885,TRUE,FALSE,FALSE,FALSE
s__bacteroides_fragilis,s__bacteroides_thetaiotaomicron,,,s__bacteroides_xylanisolvens,0.45,,1,1,0.45,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__bacteroides_fragilis,,,s__bacteroides_thetaiotaomicron,1,,0.45,0.95,0.4275,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__ruminococcus_bromii,,,s__eubacterium_siraeum,0.43,,0.93,1,0.3999,TRUE,FALSE,FALSE,FALSE
s__bacteroides_stercoris,s__bacteroides_stercoris,,,s__eubacterium_ventriosum,1,,0.55,0.72,0.396,TRUE,FALSE,FALSE,FALSE
s__odoribacter_splanchnicus,s__odoribacter_splanchnicus,,,s__clostridium_bolteae,1,,1,0.39,0.39,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__ruminococcus_obeum,,,s__eubacterium_siraeum,0.94,,0.41,1,0.3854,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__eubacterium_eligens,,,s__bacteroides_stercoris,0.95,,0.38,0.95,0.34295,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__roseburia_inulinivorans,,,s__akkermansia_muciniphila,1,,0.33,1,0.33,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__bacteroides_xylanisolvens,,,s__bacteroides_uniformis,1,,0.32,1,0.32,TRUE,FALSE,FALSE,FALSE
s__bacteroides_finegoldii,s__eubacterium_eligens,,,s__bacteroides_finegoldii,1,,0.31,1,0.31,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__eubacterium_eligens,,,s__bacteroides_finegoldii,0.95,,0.31,1,0.2945,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__parabacteroides_unclassified,,,s__clostridium_clostridioforme,0.3,,1,0.97,0.291,TRUE,FALSE,FALSE,FALSE
s__odoribacter_splanchnicus,s__alistipes_putredinis,,,s__bacteroides_xylanisolvens,1,,0.29,1,0.29,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__ruminococcus_bromii,,,s__ruminococcus_torques,0.65,,0.48,0.91,0.28392,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__ruminococcus_bromii,,,s__eubacterium_siraeum,1,,0.93,0.26,0.2418,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__bacteroides_fragilis,,,s__eubacterium_rectale,1,,1,0.24,0.24,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__eubacterium_eligens,,,s__bacteroides_stercoris,1,,0.38,0.62,0.2356,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__bacteroides_xylanisolvens,,,s__bacteroides_xylanisolvens,0.22,,1,1,0.22,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__anaerotruncus_colihominis,,,s__clostridium_bolteae,1,,0.22,1,0.22,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__bacteroides_finegoldii,,,s__eubacterium_ventriosum,0.96,,0.23,0.95,0.20976,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__bacteroides_thetaiotaomicron,,,s__eubacterium_rectale,1,,0.42,0.49,0.2058,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__bacteroides_massiliensis,,,s__bacteroides_faecis,0.4,,1,0.5,0.2,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__peptostreptococcaceae_noname_unclassified,,,s__faecalibacterium_prausnitzii,0.2,,0.99,1,0.198,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__bacteroides_fragilis,,,s__roseburia_intestinalis,1,,0.7,0.28,0.196,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__roseburia_inulinivorans,,,s__roseburia_intestinalis,1,,0.19,1,0.19,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__roseburia_inulinivorans,,,s__roseburia_intestinalis,0.98,,0.19,0.98,0.182476,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__bacteroides_thetaiotaomicron,,,s__roseburia_intestinalis,1,,0.29,0.58,0.1682,TRUE,FALSE,FALSE,FALSE
s__eubacterium_ventriosum,s__anaerostipes_hadrus,,,s__bacteroides_uniformis,0.61,,0.32,0.85,0.16592,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__bacteroides_thetaiotaomicron,,,s__haemophilus_parainfluenzae,1,,0.16,1,0.16,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__bacteroides_massiliensis,,,s__bacteroides_stercoris,0.4,,1,0.4,0.16,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__streptococcus_thermophilus,,,s__bacteroides_thetaiotaomicron,0.81,,0.21,0.94,0.159894,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__anaerostipes_hadrus,,,s__escherichia_coli,0.34,,0.45,0.99,0.15147,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__streptococcus_thermophilus,,,s__bifidobacterium_longum,0.15,,0.99,1,0.1485,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__alistipes_shahii,,,s__alistipes_shahii,0.14,,1,1,0.14,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__alistipes_shahii,,,s__clostridium_bolteae,0.14,,1,1,0.14,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__veillonella_unclassified,,,s__bacteroides_fragilis,0.13,,1,1,0.13,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__peptostreptococcaceae_noname_unclassified,,,s__escherichia_coli,0.2,,0.64,1,0.128,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__clostridium_hathewayi,,,s__bacteroides_cellulosilyticus,1,,0.12,1,0.12,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__roseburia_inulinivorans,,,s__faecalibacterium_prausnitzii,1,,0.11,1,0.11,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__ruminococcus_bromii,,,s__odoribacter_splanchnicus,0.11,,1,0.99,0.1089,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__roseburia_inulinivorans,,,s__faecalibacterium_prausnitzii,1,,0.11,0.94,0.1034,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__eubacterium_siraeum,,,s__alistipes_shahii,0.93,,0.11,1,0.1023,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__ruminococcus_bromii,,,s__eubacterium_siraeum,0.11,,0.93,1,0.1023,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__peptostreptococcaceae_noname_unclassified,,,s__haemophilus_parainfluenzae,1,,0.1,1,0.1,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__eubacterium_eligens,,,s__clostridium_clostridioforme,0.95,,1,0.1,0.095,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__peptostreptococcaceae_noname_unclassified,,,s__haemophilus_parainfluenzae,1,,0.1,0.91,0.091,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__ruminococcus_bromii,,,s__bacteroides_caccae,0.1,,1,0.88,0.088,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__alistipes_putredinis,,,s__streptococcus_parasanguinis,0.51,,0.92,0.18,0.084456,TRUE,FALSE,FALSE,FALSE
s__roseburia_intestinalis,s__bacteroides_fragilis,,,s__roseburia_intestinalis,0.12,,0.7,1,0.084,TRUE,FALSE,FALSE,FALSE
s__bacteroides_stercoris,s__eubacterium_siraeum,,,s__eubacterium_siraeum,0.2,,1,0.42,0.084,TRUE,FALSE,FALSE,FALSE
s__roseburia_intestinalis,s__bacteroides_fragilis,,,s__eubacterium_rectale,0.12,,1,0.63,0.0756,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__subdoligranulum_unclassified,,,s__bacteroides_ovatus,0.26,,0.27,1,0.0702,TRUE,FALSE,FALSE,FALSE
s__bacteroides_finegoldii,s__bacteroides_eggerthii,,,s__eubacterium_ventriosum,0.99,,0.1,0.7,0.0693,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__haemophilus_parainfluenzae,,,s__escherichia_coli,0.16,,0.5,0.81,0.0648,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__clostridium_hathewayi,,,s__bacteroides_cellulosilyticus,0.48,,0.12,1,0.0576,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__roseburia_inulinivorans,,,s__bacteroides_finegoldii,1,,0.14,0.37,0.0518,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__streptococcus_thermophilus,,,s__bifidobacterium_longum,0.12,,0.99,0.42,0.049896,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__ruminococcus_bromii,,,s__ruminococcus_torques,0.1,,0.48,1,0.048,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__ruminococcus_torques,,,s__bacteroides_finegoldii,0.1,,0.96,0.49,0.04704,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__bacteroides_massiliensis,,,s__bifidobacterium_longum,0.4,,0.64,0.18,0.04608,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__haemophilus_parainfluenzae,,,s__bifidobacterium_longum,0.16,,1,0.21,0.0336,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__veillonella_unclassified,,,s__clostridium_clostridioforme,0.13,,0.22,0.99,0.028314,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__prevotella_copri,,,s__streptococcus_parasanguinis,0.17,,1,0.16,0.0272,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__oscillibacter_unclassified,,,s__bacteroides_ovatus,0.4,,0.5,0.13,0.026,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__streptococcus_thermophilus,,,s__bacteroides_thetaiotaomicron,0.65,,0.21,0.18,0.02457,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__ruminococcus_torques,,,s__bacteroides_finegoldii,0.13,,0.96,0.19,0.023712,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__peptostreptococcaceae_noname_unclassified,,,s__haemophilus_parainfluenzae,0.2,,0.1,1,0.02,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__alistipes_onderdonkii,,,s__eubacterium_ventriosum,0.19,,0.64,0.15,0.01824,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__ruminococcus_torques,,,s__bacteroides_cellulosilyticus,0.1,,0.2,0.9,0.018,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__parabacteroides_merdae,,,s__eubacterium_rectale,0.17,,0.47,0.22,0.017578,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__bacteroides_thetaiotaomicron,,,s__eubacterium_rectale,0.2,,0.42,0.17,0.01428,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__oscillibacter_unclassified,,,s__bacteroides_cellulosilyticus,0.12,,1,0.1,0.012,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__anaerostipes_hadrus,,,s__bacteroides_ovatus,0.34,,0.15,0.2,0.0102,TRUE,FALSE,FALSE,FALSE
s__bacteroides_stercoris,s__eubacterium_siraeum,,,s__alistipes_shahii,0.2,,0.11,0.12,0.00264,TRUE,FALSE,FALSE,FALSE
